subject,run,trial,trial_type,congruency,accuracy_label,correctness,StimVar,behav_unlabeled,Rsponse,Stimulus,cond,label
sub-01,sub-01_task-simon_run-1_events.tsv,1,congruent_incorrect,congruent,incorrect,incorrect,incongruent,0,2,692,cond002,0
sub-01,sub-01_task-simon_run-1_events.tsv,2,incongruent_incorrect,incongruent,incorrect,incorrect,incongruent,0,2,692,cond004,1
sub-01,sub-01_task-simon_run-1_events.tsv,3,incongruent_correct,incongruent,correct,correct,incongruent,1,2,624,cond003,1
sub-01,sub-01_task-simon_run-1_events.tsv,4,congruent_correct,congruent,correct,correct,congruent,1,1,1477,cond001,0
sub-01,sub-01_task-simon_run-1_events.tsv,5,congruent_correct,congruent,correct,correct,congruent,1,1,578,cond001,0
sub-01,sub-01_task-simon_run-1_events.tsv,6,incongruent_correct,incongruent,correct,correct,incongruent,1,2,510,cond003,1
sub-01,sub-01_task-simon_run-1_events.tsv,7,incongruent_correct,incongruent,correct,correct,incongruent,1,2,468,cond003,1
sub-01,sub-01_task-simon_run-1_events.tsv,8,incongruent_correct,incongruent,correct,correct,incongruent,1,2,609,cond003,1
sub-01,sub-01_task-simon_run-1_events.tsv,9,incongruent_correct,incongruent,correct,correct,incongruent,1,2,462,cond003,1
sub-01,sub-01_task-simon_run-1_events.tsv,10,congruent_correct,congruent,correct,correct,congruent,1,1,518,cond001,0
sub-01,sub-01_task-simon_run-1_events.tsv,11,congruent_correct,congruent,correct,correct,congruent,1,1,343,cond001,0
sub-01,sub-01_task-simon_run-1_events.tsv,12,congruent_correct,congruent,correct,correct,congruent,1,1,483,cond001,0
sub-01,sub-01_task-simon_run-1_events.tsv,13,congruent_correct,congruent,correct,correct,congruent,1,1,345,cond001,0
sub-01,sub-01_task-simon_run-1_events.tsv,14,congruent_correct,congruent,correct,correct,congruent,1,1,512,cond001,0
sub-01,sub-01_task-simon_run-1_events.tsv,15,congruent_correct,congruent,correct,correct,congruent,1,1,436,cond001,0
sub-01,sub-01_task-simon_run-1_events.tsv,16,incongruent_correct,incongruent,correct,correct,incongruent,1,2,490,cond003,1
sub-01,sub-01_task-simon_run-1_events.tsv,17,incongruent_correct,incongruent,correct,correct,incongruent,1,2,383,cond003,1
sub-01,sub-01_task-simon_run-1_events.tsv,18,congruent_correct,congruent,correct,correct,congruent,1,1,515,cond001,0
sub-01,sub-01_task-simon_run-1_events.tsv,19,incongruent_correct,incongruent,correct,correct,incongruent,1,2,423,cond003,1
sub-01,sub-01_task-simon_run-1_events.tsv,20,congruent_correct,congruent,correct,correct,congruent,1,1,517,cond001,0
sub-01,sub-01_task-simon_run-1_events.tsv,21,incongruent_correct,incongruent,correct,correct,incongruent,1,2,425,cond003,1
sub-01,sub-01_task-simon_run-1_events.tsv,22,incongruent_correct,incongruent,correct,correct,incongruent,1,2,382,cond003,1
sub-01,sub-01_task-simon_run-1_events.tsv,23,incongruent_correct,incongruent,correct,correct,incongruent,1,2,412,cond003,1
sub-01,sub-01_task-simon_run-1_events.tsv,24,congruent_correct,congruent,correct,correct,congruent,1,1,447,cond001,0
sub-01,sub-01_task-simon_run-1_events.tsv,25,congruent_correct,congruent,correct,correct,congruent,1,1,396,cond001,0
sub-01,sub-01_task-simon_run-1_events.tsv,26,congruent_correct,congruent,correct,correct,congruent,1,1,458,cond001,0
sub-01,sub-01_task-simon_run-1_events.tsv,27,congruent_correct,congruent,correct,correct,congruent,1,1,311,cond001,0
sub-01,sub-01_task-simon_run-1_events.tsv,28,congruent_correct,congruent,correct,correct,congruent,1,1,330,cond001,0
sub-01,sub-01_task-simon_run-1_events.tsv,29,incongruent_incorrect,incongruent,incorrect,incorrect,incongruent,0,2,384,cond004,1
sub-01,sub-01_task-simon_run-1_events.tsv,30,incongruent_correct,incongruent,correct,correct,incongruent,1,2,467,cond003,1
sub-01,sub-01_task-simon_run-1_events.tsv,31,congruent_correct,congruent,correct,correct,congruent,1,1,497,cond001,0
sub-01,sub-01_task-simon_run-1_events.tsv,32,incongruent_correct,incongruent,correct,correct,incongruent,1,2,444,cond003,1
sub-01,sub-01_task-simon_run-1_events.tsv,33,incongruent_correct,incongruent,correct,correct,incongruent,1,2,402,cond003,1
sub-01,sub-01_task-simon_run-1_events.tsv,34,incongruent_correct,incongruent,correct,correct,incongruent,1,2,358,cond003,1
sub-01,sub-01_task-simon_run-1_events.tsv,35,incongruent_correct,incongruent,correct,correct,incongruent,1,2,370,cond003,1
sub-01,sub-01_task-simon_run-1_events.tsv,36,congruent_correct,congruent,correct,correct,congruent,1,1,417,cond001,0
sub-01,sub-01_task-simon_run-1_events.tsv,37,congruent_correct,congruent,correct,correct,congruent,1,1,356,cond001,0
sub-01,sub-01_task-simon_run-1_events.tsv,38,incongruent_correct,incongruent,correct,correct,incongruent,1,2,413,cond003,1
sub-01,sub-01_task-simon_run-1_events.tsv,39,incongruent_correct,incongruent,correct,correct,incongruent,1,2,414,cond003,1
sub-01,sub-01_task-simon_run-1_events.tsv,40,incongruent_correct,incongruent,correct,correct,incongruent,1,2,499,cond003,1
sub-01,sub-01_task-simon_run-1_events.tsv,41,congruent_correct,congruent,correct,correct,congruent,1,1,392,cond001,0
sub-01,sub-01_task-simon_run-1_events.tsv,42,congruent_correct,congruent,correct,correct,congruent,1,1,317,cond001,0
sub-01,sub-01_task-simon_run-1_events.tsv,43,congruent_correct,congruent,correct,correct,congruent,1,1,353,cond001,0
sub-01,sub-01_task-simon_run-1_events.tsv,44,incongruent_correct,incongruent,correct,correct,incongruent,1,2,502,cond003,1
sub-01,sub-01_task-simon_run-1_events.tsv,45,congruent_correct,congruent,correct,correct,congruent,1,1,579,cond001,0
sub-01,sub-01_task-simon_run-1_events.tsv,46,congruent_correct,congruent,correct,correct,congruent,1,1,375,cond001,0
sub-01,sub-01_task-simon_run-1_events.tsv,47,incongruent_correct,incongruent,correct,correct,incongruent,1,2,398,cond003,1
sub-01,sub-01_task-simon_run-1_events.tsv,48,congruent_correct,congruent,correct,correct,congruent,1,1,355,cond001,0
sub-01,sub-01_task-simon_run-1_events.tsv,49,incongruent_correct,incongruent,correct,correct,incongruent,1,2,390,cond003,1
sub-01,sub-01_task-simon_run-1_events.tsv,50,congruent_correct,congruent,correct,correct,congruent,1,1,388,cond001,0
sub-01,sub-01_task-simon_run-1_events.tsv,51,congruent_correct,congruent,correct,correct,congruent,1,1,337,cond001,0
sub-01,sub-01_task-simon_run-1_events.tsv,52,congruent_correct,congruent,correct,correct,congruent,1,1,429,cond001,0
sub-01,sub-01_task-simon_run-1_events.tsv,53,incongruent_correct,incongruent,correct,correct,incongruent,1,2,426,cond003,1
sub-01,sub-01_task-simon_run-1_events.tsv,54,incongruent_correct,incongruent,correct,correct,incongruent,1,2,374,cond003,1
sub-01,sub-01_task-simon_run-1_events.tsv,55,congruent_correct,congruent,correct,correct,congruent,1,1,386,cond001,0
sub-01,sub-01_task-simon_run-1_events.tsv,56,incongruent_correct,incongruent,correct,correct,incongruent,1,2,465,cond003,1
sub-01,sub-01_task-simon_run-1_events.tsv,57,congruent_correct,congruent,correct,correct,congruent,1,1,365,cond001,0
sub-01,sub-01_task-simon_run-1_events.tsv,58,congruent_correct,congruent,correct,correct,congruent,1,1,330,cond001,0
sub-01,sub-01_task-simon_run-1_events.tsv,59,incongruent_correct,incongruent,correct,correct,incongruent,1,2,406,cond003,1
sub-01,sub-01_task-simon_run-1_events.tsv,60,incongruent_correct,incongruent,correct,correct,incongruent,1,2,556,cond003,1
sub-01,sub-01_task-simon_run-1_events.tsv,61,incongruent_correct,incongruent,correct,correct,incongruent,1,2,497,cond003,1
sub-01,sub-01_task-simon_run-1_events.tsv,62,incongruent_correct,incongruent,correct,correct,incongruent,1,2,407,cond003,1
sub-01,sub-01_task-simon_run-1_events.tsv,63,incongruent_correct,incongruent,correct,correct,incongruent,1,2,426,cond003,1
sub-01,sub-01_task-simon_run-1_events.tsv,64,congruent_correct,congruent,correct,correct,congruent,1,1,552,cond001,0
sub-01,sub-01_task-simon_run-1_events.tsv,65,congruent_correct,congruent,correct,correct,congruent,1,1,355,cond001,0
sub-01,sub-01_task-simon_run-1_events.tsv,66,congruent_correct,congruent,correct,correct,congruent,1,1,369,cond001,0
sub-01,sub-01_task-simon_run-1_events.tsv,67,incongruent_correct,incongruent,correct,correct,incongruent,1,2,397,cond003,1
sub-01,sub-01_task-simon_run-1_events.tsv,68,incongruent_correct,incongruent,correct,correct,incongruent,1,2,489,cond003,1
sub-01,sub-01_task-simon_run-1_events.tsv,69,incongruent_correct,incongruent,correct,correct,incongruent,1,2,407,cond003,1
sub-01,sub-01_task-simon_run-1_events.tsv,70,incongruent_correct,incongruent,correct,correct,incongruent,1,2,446,cond003,1
sub-01,sub-01_task-simon_run-1_events.tsv,71,incongruent_correct,incongruent,correct,correct,incongruent,1,2,385,cond003,1
sub-01,sub-01_task-simon_run-1_events.tsv,72,congruent_correct,congruent,correct,correct,congruent,1,1,893,cond001,0
sub-01,sub-01_task-simon_run-1_events.tsv,73,incongruent_correct,incongruent,correct,correct,incongruent,1,2,426,cond003,1
sub-01,sub-01_task-simon_run-1_events.tsv,74,incongruent_correct,incongruent,correct,correct,incongruent,1,2,400,cond003,1
sub-01,sub-01_task-simon_run-1_events.tsv,75,congruent_correct,congruent,correct,correct,congruent,1,1,667,cond001,0
sub-01,sub-01_task-simon_run-1_events.tsv,76,congruent_correct,congruent,correct,correct,congruent,1,1,400,cond001,0
sub-01,sub-01_task-simon_run-1_events.tsv,77,congruent_correct,congruent,correct,correct,congruent,1,1,448,cond001,0
sub-01,sub-01_task-simon_run-1_events.tsv,78,incongruent_incorrect,incongruent,incorrect,incorrect,incongruent,0,2,353,cond004,1
sub-01,sub-01_task-simon_run-1_events.tsv,79,congruent_correct,congruent,correct,correct,congruent,1,1,325,cond001,0
sub-01,sub-01_task-simon_run-1_events.tsv,80,incongruent_correct,incongruent,correct,correct,incongruent,1,2,412,cond003,1
sub-01,sub-01_task-simon_run-1_events.tsv,81,congruent_correct,congruent,correct,correct,congruent,1,1,369,cond001,0
sub-01,sub-01_task-simon_run-1_events.tsv,82,congruent_correct,congruent,correct,correct,congruent,1,1,493,cond001,0
sub-01,sub-01_task-simon_run-1_events.tsv,83,incongruent_correct,incongruent,correct,correct,incongruent,1,2,474,cond003,1
sub-01,sub-01_task-simon_run-1_events.tsv,84,congruent_correct,congruent,correct,correct,congruent,1,1,574,cond001,0
sub-01,sub-01_task-simon_run-1_events.tsv,85,congruent_correct,congruent,correct,correct,congruent,1,1,339,cond001,0
sub-01,sub-01_task-simon_run-1_events.tsv,86,incongruent_correct,incongruent,correct,correct,incongruent,1,2,551,cond003,1
sub-01,sub-01_task-simon_run-1_events.tsv,87,congruent_correct,congruent,correct,correct,congruent,1,1,365,cond001,0
sub-01,sub-01_task-simon_run-1_events.tsv,88,incongruent_incorrect,incongruent,incorrect,incorrect,incongruent,0,2,549,cond004,1
sub-01,sub-01_task-simon_run-1_events.tsv,89,congruent_correct,congruent,correct,correct,congruent,1,1,408,cond001,0
sub-01,sub-01_task-simon_run-1_events.tsv,90,congruent_correct,congruent,correct,correct,congruent,1,1,436,cond001,0
sub-01,sub-01_task-simon_run-1_events.tsv,91,incongruent_correct,incongruent,correct,correct,incongruent,1,2,441,cond003,1
sub-01,sub-01_task-simon_run-1_events.tsv,92,incongruent_correct,incongruent,correct,correct,incongruent,1,2,454,cond003,1
sub-01,sub-01_task-simon_run-1_events.tsv,93,congruent_correct,congruent,correct,correct,congruent,1,1,395,cond001,0
sub-01,sub-01_task-simon_run-1_events.tsv,94,congruent_correct,congruent,correct,correct,congruent,1,1,489,cond001,0
sub-01,sub-01_task-simon_run-1_events.tsv,95,incongruent_correct,incongruent,correct,correct,incongruent,1,2,519,cond003,1
sub-01,sub-01_task-simon_run-1_events.tsv,96,incongruent_correct,incongruent,correct,correct,incongruent,1,2,506,cond003,1
sub-01,sub-01_task-simon_run-1_events.tsv,97,congruent_correct,congruent,correct,correct,congruent,1,1,399,cond001,0
sub-01,sub-01_task-simon_run-2_events.tsv,1,congruent_correct,congruent,correct,correct,congruent,1,1,494,cond001,0
sub-01,sub-01_task-simon_run-2_events.tsv,2,congruent_incorrect,congruent,incorrect,incorrect,congruent,1,1,494,cond002,0
sub-01,sub-01_task-simon_run-2_events.tsv,3,congruent_correct,congruent,correct,correct,congruent,1,1,363,cond001,0
sub-01,sub-01_task-simon_run-2_events.tsv,4,incongruent_correct,incongruent,correct,correct,incongruent,1,2,714,cond003,1
sub-01,sub-01_task-simon_run-2_events.tsv,5,incongruent_correct,incongruent,correct,correct,incongruent,1,2,471,cond003,1
sub-01,sub-01_task-simon_run-2_events.tsv,6,incongruent_correct,incongruent,correct,correct,incongruent,1,2,475,cond003,1
sub-01,sub-01_task-simon_run-2_events.tsv,7,incongruent_correct,incongruent,correct,correct,incongruent,1,2,447,cond003,1
sub-01,sub-01_task-simon_run-2_events.tsv,8,congruent_correct,congruent,correct,correct,congruent,1,1,534,cond001,0
sub-01,sub-01_task-simon_run-2_events.tsv,9,congruent_correct,congruent,correct,correct,congruent,1,1,377,cond001,0
sub-01,sub-01_task-simon_run-2_events.tsv,10,incongruent_correct,incongruent,correct,correct,incongruent,1,2,446,cond003,1
sub-01,sub-01_task-simon_run-2_events.tsv,11,congruent_correct,congruent,correct,correct,congruent,1,1,459,cond001,0
sub-01,sub-01_task-simon_run-2_events.tsv,12,incongruent_correct,incongruent,correct,correct,incongruent,1,2,423,cond003,1
sub-01,sub-01_task-simon_run-2_events.tsv,13,congruent_correct,congruent,correct,correct,congruent,1,1,438,cond001,0
sub-01,sub-01_task-simon_run-2_events.tsv,14,congruent_correct,congruent,correct,correct,congruent,1,1,505,cond001,0
sub-01,sub-01_task-simon_run-2_events.tsv,15,incongruent_correct,incongruent,correct,correct,incongruent,1,2,479,cond003,1
sub-01,sub-01_task-simon_run-2_events.tsv,16,incongruent_correct,incongruent,correct,correct,incongruent,1,2,395,cond003,1
sub-01,sub-01_task-simon_run-2_events.tsv,17,incongruent_correct,incongruent,correct,correct,incongruent,1,2,503,cond003,1
sub-01,sub-01_task-simon_run-2_events.tsv,18,incongruent_correct,incongruent,correct,correct,incongruent,1,2,549,cond003,1
sub-01,sub-01_task-simon_run-2_events.tsv,19,incongruent_correct,incongruent,correct,correct,incongruent,1,2,432,cond003,1
sub-01,sub-01_task-simon_run-2_events.tsv,20,congruent_correct,congruent,correct,correct,congruent,1,1,503,cond001,0
sub-01,sub-01_task-simon_run-2_events.tsv,21,congruent_correct,congruent,correct,correct,congruent,1,1,355,cond001,0
sub-01,sub-01_task-simon_run-2_events.tsv,22,congruent_correct,congruent,correct,correct,congruent,1,1,395,cond001,0
sub-01,sub-01_task-simon_run-2_events.tsv,23,congruent_correct,congruent,correct,correct,congruent,1,1,453,cond001,0
sub-01,sub-01_task-simon_run-2_events.tsv,24,congruent_correct,congruent,correct,correct,congruent,1,1,475,cond001,0
sub-01,sub-01_task-simon_run-2_events.tsv,25,congruent_correct,congruent,correct,correct,congruent,1,1,319,cond001,0
sub-01,sub-01_task-simon_run-2_events.tsv,26,congruent_correct,congruent,correct,correct,congruent,1,1,476,cond001,0
sub-01,sub-01_task-simon_run-2_events.tsv,27,incongruent_correct,incongruent,correct,correct,incongruent,1,2,522,cond003,1
sub-01,sub-01_task-simon_run-2_events.tsv,28,incongruent_correct,incongruent,correct,correct,incongruent,1,2,437,cond003,1
sub-01,sub-01_task-simon_run-2_events.tsv,29,congruent_correct,congruent,correct,correct,congruent,1,1,600,cond001,0
sub-01,sub-01_task-simon_run-2_events.tsv,30,incongruent_incorrect,incongruent,incorrect,incorrect,incongruent,0,2,670,cond004,1
sub-01,sub-01_task-simon_run-2_events.tsv,31,congruent_correct,congruent,correct,correct,congruent,1,1,588,cond001,0
sub-01,sub-01_task-simon_run-2_events.tsv,32,congruent_correct,congruent,correct,correct,congruent,1,1,592,cond001,0
sub-01,sub-01_task-simon_run-2_events.tsv,33,incongruent_correct,incongruent,correct,correct,incongruent,1,2,627,cond003,1
sub-01,sub-01_task-simon_run-2_events.tsv,34,congruent_correct,congruent,correct,correct,congruent,1,1,393,cond001,0
sub-01,sub-01_task-simon_run-2_events.tsv,35,incongruent_correct,incongruent,correct,correct,incongruent,1,2,662,cond003,1
sub-01,sub-01_task-simon_run-2_events.tsv,36,incongruent_correct,incongruent,correct,correct,incongruent,1,2,635,cond003,1
sub-01,sub-01_task-simon_run-2_events.tsv,37,incongruent_correct,incongruent,correct,correct,incongruent,1,2,610,cond003,1
sub-01,sub-01_task-simon_run-2_events.tsv,38,congruent_correct,congruent,correct,correct,congruent,1,1,645,cond001,0
sub-01,sub-01_task-simon_run-2_events.tsv,39,congruent_correct,congruent,correct,correct,congruent,1,1,607,cond001,0
sub-01,sub-01_task-simon_run-2_events.tsv,40,congruent_correct,congruent,correct,correct,congruent,1,1,647,cond001,0
sub-01,sub-01_task-simon_run-2_events.tsv,41,congruent_correct,congruent,correct,correct,congruent,1,1,372,cond001,0
sub-01,sub-01_task-simon_run-2_events.tsv,42,congruent_correct,congruent,correct,correct,congruent,1,1,505,cond001,0
sub-01,sub-01_task-simon_run-2_events.tsv,43,congruent_correct,congruent,correct,correct,congruent,1,1,364,cond001,0
sub-01,sub-01_task-simon_run-2_events.tsv,44,congruent_correct,congruent,correct,correct,congruent,1,1,313,cond001,0
sub-01,sub-01_task-simon_run-2_events.tsv,45,incongruent_correct,incongruent,correct,correct,incongruent,1,2,543,cond003,1
sub-01,sub-01_task-simon_run-2_events.tsv,46,congruent_correct,congruent,correct,correct,congruent,1,1,419,cond001,0
sub-01,sub-01_task-simon_run-2_events.tsv,47,incongruent_correct,incongruent,correct,correct,incongruent,1,2,496,cond003,1
sub-01,sub-01_task-simon_run-2_events.tsv,48,congruent_correct,congruent,correct,correct,congruent,1,1,356,cond001,0
sub-01,sub-01_task-simon_run-2_events.tsv,49,incongruent_correct,incongruent,correct,correct,incongruent,1,2,392,cond003,1
sub-01,sub-01_task-simon_run-2_events.tsv,50,incongruent_correct,incongruent,correct,correct,incongruent,1,2,559,cond003,1
sub-01,sub-01_task-simon_run-2_events.tsv,51,congruent_correct,congruent,correct,correct,congruent,1,1,532,cond001,0
sub-01,sub-01_task-simon_run-2_events.tsv,52,incongruent_correct,incongruent,correct,correct,incongruent,1,2,471,cond003,1
sub-01,sub-01_task-simon_run-2_events.tsv,53,incongruent_correct,incongruent,correct,correct,incongruent,1,2,356,cond003,1
sub-01,sub-01_task-simon_run-2_events.tsv,54,incongruent_correct,incongruent,correct,correct,incongruent,1,2,384,cond003,1
sub-01,sub-01_task-simon_run-2_events.tsv,55,incongruent_correct,incongruent,correct,correct,incongruent,1,2,381,cond003,1
sub-01,sub-01_task-simon_run-2_events.tsv,56,incongruent_correct,incongruent,correct,correct,incongruent,1,2,347,cond003,1
sub-01,sub-01_task-simon_run-2_events.tsv,57,incongruent_correct,incongruent,correct,correct,incongruent,1,2,359,cond003,1
sub-01,sub-01_task-simon_run-2_events.tsv,58,incongruent_correct,incongruent,correct,correct,incongruent,1,2,412,cond003,1
sub-01,sub-01_task-simon_run-2_events.tsv,59,incongruent_correct,incongruent,correct,correct,incongruent,1,2,401,cond003,1
sub-01,sub-01_task-simon_run-2_events.tsv,60,congruent_correct,congruent,correct,correct,congruent,1,1,694,cond001,0
sub-01,sub-01_task-simon_run-2_events.tsv,61,congruent_correct,congruent,correct,correct,congruent,1,1,356,cond001,0
sub-01,sub-01_task-simon_run-2_events.tsv,62,incongruent_correct,incongruent,correct,correct,incongruent,1,2,640,cond003,1
sub-01,sub-01_task-simon_run-2_events.tsv,63,congruent_correct,congruent,correct,correct,congruent,1,1,414,cond001,0
sub-01,sub-01_task-simon_run-2_events.tsv,64,congruent_correct,congruent,correct,correct,congruent,1,1,481,cond001,0
sub-01,sub-01_task-simon_run-2_events.tsv,65,incongruent_correct,incongruent,correct,correct,incongruent,1,2,349,cond003,1
sub-01,sub-01_task-simon_run-2_events.tsv,66,incongruent_correct,incongruent,correct,correct,incongruent,1,2,402,cond003,1
sub-01,sub-01_task-simon_run-2_events.tsv,67,incongruent_correct,incongruent,correct,correct,incongruent,1,2,415,cond003,1
sub-01,sub-01_task-simon_run-2_events.tsv,68,incongruent_correct,incongruent,correct,correct,incongruent,1,2,428,cond003,1
sub-01,sub-01_task-simon_run-2_events.tsv,69,congruent_correct,congruent,correct,correct,congruent,1,1,400,cond001,0
sub-01,sub-01_task-simon_run-2_events.tsv,70,incongruent_correct,incongruent,correct,correct,incongruent,1,2,726,cond003,1
sub-01,sub-01_task-simon_run-2_events.tsv,71,incongruent_correct,incongruent,correct,correct,incongruent,1,2,339,cond003,1
sub-01,sub-01_task-simon_run-2_events.tsv,72,congruent_correct,congruent,correct,correct,congruent,1,1,367,cond001,0
sub-01,sub-01_task-simon_run-2_events.tsv,73,incongruent_correct,incongruent,correct,correct,incongruent,1,2,573,cond003,1
sub-01,sub-01_task-simon_run-2_events.tsv,74,congruent_correct,congruent,correct,correct,congruent,1,1,521,cond001,0
sub-01,sub-01_task-simon_run-2_events.tsv,75,congruent_correct,congruent,correct,correct,congruent,1,1,383,cond001,0
sub-01,sub-01_task-simon_run-2_events.tsv,76,congruent_correct,congruent,correct,correct,congruent,1,1,508,cond001,0
sub-01,sub-01_task-simon_run-2_events.tsv,77,congruent_correct,congruent,correct,correct,congruent,1,1,321,cond001,0
sub-01,sub-01_task-simon_run-2_events.tsv,78,incongruent_correct,incongruent,correct,correct,incongruent,1,2,436,cond003,1
sub-01,sub-01_task-simon_run-2_events.tsv,79,congruent_correct,congruent,correct,correct,congruent,1,1,433,cond001,0
sub-01,sub-01_task-simon_run-2_events.tsv,80,congruent_correct,congruent,correct,correct,congruent,1,1,471,cond001,0
sub-01,sub-01_task-simon_run-2_events.tsv,81,incongruent_correct,incongruent,correct,correct,incongruent,1,2,499,cond003,1
sub-01,sub-01_task-simon_run-2_events.tsv,82,incongruent_correct,incongruent,correct,correct,incongruent,1,2,448,cond003,1
sub-01,sub-01_task-simon_run-2_events.tsv,83,congruent_correct,congruent,correct,correct,congruent,1,1,388,cond001,0
sub-01,sub-01_task-simon_run-2_events.tsv,84,incongruent_correct,incongruent,correct,correct,incongruent,1,2,425,cond003,1
sub-01,sub-01_task-simon_run-2_events.tsv,85,congruent_correct,congruent,correct,correct,congruent,1,1,408,cond001,0
sub-01,sub-01_task-simon_run-2_events.tsv,86,incongruent_correct,incongruent,correct,correct,incongruent,1,2,539,cond003,1
sub-01,sub-01_task-simon_run-2_events.tsv,87,congruent_correct,congruent,correct,correct,congruent,1,1,448,cond001,0
sub-01,sub-01_task-simon_run-2_events.tsv,88,congruent_correct,congruent,correct,correct,congruent,1,1,511,cond001,0
sub-01,sub-01_task-simon_run-2_events.tsv,89,congruent_correct,congruent,correct,correct,congruent,1,1,483,cond001,0
sub-01,sub-01_task-simon_run-2_events.tsv,90,incongruent_correct,incongruent,correct,correct,incongruent,1,2,480,cond003,1
sub-01,sub-01_task-simon_run-2_events.tsv,91,congruent_correct,congruent,correct,correct,congruent,1,1,421,cond001,0
sub-01,sub-01_task-simon_run-2_events.tsv,92,congruent_correct,congruent,correct,correct,congruent,1,1,418,cond001,0
sub-01,sub-01_task-simon_run-2_events.tsv,93,incongruent_correct,incongruent,correct,correct,incongruent,1,2,479,cond003,1
sub-01,sub-01_task-simon_run-2_events.tsv,94,congruent_correct,congruent,correct,correct,congruent,1,1,557,cond001,0
sub-01,sub-01_task-simon_run-2_events.tsv,95,incongruent_correct,incongruent,correct,correct,incongruent,1,2,535,cond003,1
sub-01,sub-01_task-simon_run-2_events.tsv,96,incongruent_correct,incongruent,correct,correct,incongruent,1,2,485,cond003,1
sub-01,sub-01_task-simon_run-2_events.tsv,97,incongruent_correct,incongruent,correct,correct,incongruent,1,2,466,cond003,1
sub-02,sub-02_task-simon_run-1_events.tsv,1,incongruent_correct,incongruent,correct,correct,incongruent,1,2,440,cond003,1
sub-02,sub-02_task-simon_run-1_events.tsv,2,incongruent_correct,incongruent,correct,correct,incongruent,1,2,413,cond003,1
sub-02,sub-02_task-simon_run-1_events.tsv,3,congruent_incorrect,congruent,incorrect,incorrect,congruent,0,1,417,cond002,0
sub-02,sub-02_task-simon_run-1_events.tsv,4,congruent_correct,congruent,correct,correct,congruent,1,1,374,cond001,0
sub-02,sub-02_task-simon_run-1_events.tsv,5,incongruent_correct,incongruent,correct,correct,incongruent,1,2,371,cond003,1
sub-02,sub-02_task-simon_run-1_events.tsv,6,incongruent_correct,incongruent,correct,correct,incongruent,1,2,382,cond003,1
sub-02,sub-02_task-simon_run-1_events.tsv,7,incongruent_correct,incongruent,correct,correct,incongruent,1,2,478,cond003,1
sub-02,sub-02_task-simon_run-1_events.tsv,8,incongruent_correct,incongruent,correct,correct,incongruent,1,2,345,cond003,1
sub-02,sub-02_task-simon_run-1_events.tsv,9,congruent_correct,congruent,correct,correct,congruent,1,1,448,cond001,0
sub-02,sub-02_task-simon_run-1_events.tsv,10,congruent_correct,congruent,correct,correct,congruent,1,1,323,cond001,0
sub-02,sub-02_task-simon_run-1_events.tsv,11,congruent_correct,congruent,correct,correct,congruent,1,1,440,cond001,0
sub-02,sub-02_task-simon_run-1_events.tsv,12,congruent_correct,congruent,correct,correct,congruent,1,1,300,cond001,0
sub-02,sub-02_task-simon_run-1_events.tsv,13,congruent_correct,congruent,correct,correct,congruent,1,1,420,cond001,0
sub-02,sub-02_task-simon_run-1_events.tsv,14,congruent_correct,congruent,correct,correct,congruent,1,1,298,cond001,0
sub-02,sub-02_task-simon_run-1_events.tsv,15,incongruent_correct,incongruent,correct,correct,incongruent,1,2,421,cond003,1
sub-02,sub-02_task-simon_run-1_events.tsv,16,incongruent_correct,incongruent,correct,correct,incongruent,1,2,305,cond003,1
sub-02,sub-02_task-simon_run-1_events.tsv,17,congruent_incorrect,congruent,incorrect,incorrect,congruent,0,1,399,cond002,0
sub-02,sub-02_task-simon_run-1_events.tsv,18,incongruent_correct,incongruent,correct,correct,incongruent,1,2,533,cond003,1
sub-02,sub-02_task-simon_run-1_events.tsv,19,congruent_incorrect,congruent,incorrect,incorrect,congruent,0,1,553,cond002,0
sub-02,sub-02_task-simon_run-1_events.tsv,20,incongruent_correct,incongruent,correct,correct,incongruent,1,2,398,cond003,1
sub-02,sub-02_task-simon_run-1_events.tsv,21,incongruent_correct,incongruent,correct,correct,incongruent,1,2,442,cond003,1
sub-02,sub-02_task-simon_run-1_events.tsv,22,incongruent_correct,incongruent,correct,correct,incongruent,1,2,415,cond003,1
sub-02,sub-02_task-simon_run-1_events.tsv,23,congruent_correct,congruent,correct,correct,congruent,1,1,484,cond001,0
sub-02,sub-02_task-simon_run-1_events.tsv,24,congruent_correct,congruent,correct,correct,congruent,1,1,400,cond001,0
sub-02,sub-02_task-simon_run-1_events.tsv,25,congruent_correct,congruent,correct,correct,congruent,1,1,509,cond001,0
sub-02,sub-02_task-simon_run-1_events.tsv,26,congruent_correct,congruent,correct,correct,congruent,1,1,363,cond001,0
sub-02,sub-02_task-simon_run-1_events.tsv,27,congruent_correct,congruent,correct,correct,congruent,1,1,383,cond001,0
sub-02,sub-02_task-simon_run-1_events.tsv,28,incongruent_correct,incongruent,correct,correct,incongruent,1,2,707,cond003,1
sub-02,sub-02_task-simon_run-1_events.tsv,29,incongruent_correct,incongruent,correct,correct,incongruent,1,2,441,cond003,1
sub-02,sub-02_task-simon_run-1_events.tsv,30,congruent_correct,congruent,correct,correct,congruent,1,1,476,cond001,0
sub-02,sub-02_task-simon_run-1_events.tsv,31,incongruent_correct,incongruent,correct,correct,incongruent,1,2,345,cond003,1
